,ShrubID,Year,RingWidth,RWI_Spline,RWI_NegExp,BAI,BAI_Resid,Age,Estab,Section,SiteID,Genus,Species,StemLength,StemHeight,StemDiam,CanopyCover,Twigs,Moose,Hare,Ptarmagin,PropMoose,PropHare,PropPtarmagin,PropMoose_S,PropHare_S,PropPtarmagin_S,PropBrowse_S,Bin_Moose,Bin_Hare,Bin_Ptarmagin,Binary_Browse,MooseFeces,HareFeces,PtarmaginFeces,MooseFeces_S,HareFeces _S,PtarmaginFeces_S,DistToRoad,RoadSide,GMU,VegCoverGIS,VegCoverOBS,SoilText,SoilMoist,LastBurn,Elevation,Aspect,Slope,X_Cord,Y_Cord,Shrub_ID_year,summ.temp,temp,summ.min,summ.max,summ.rain,wint.rain,pet,wet,frost,HareIndex,GMU_year,MooseDensity
319,268-2-A-BENA,2014,0.13475,0.734895841,0.799225442,0.756172516,0.376570188,24,1990,22,268-2,Betula,BENA,60,23,9,0,24,0,0,0,0,0,0,0.009118541,0.003039514,0.209726444,0.221884498,NA,NA,NA,0,0,0,4,0,1,16,184.615387,West,26B,Low Shrub,Low Shrub,Sandy Gravel,Mesic,0,819.441162,203,1.359031,-149.326454,68.400307,268-2-A-BENA_2014,4.800000111,-10.50000023,0.466666659,9.200000127,269.5000038,2.400000095,0.758333353,47.54999918,314.5999975,1,26B_2014,0.27
320,268-3-C-BENA,2014,0.09725,0.606539586,0.754973314,0.418333103,-1.146414702,11,2003,22,268-3,Betula,BENA,50,27,5,0,11,0,0,0,0,0,0,0.009118541,0.003039514,0.209726444,0.221884498,NA,NA,NA,0,0,0,0,0,1,16,206.549982,West,26B,Low Shrub,Low Shrub,Sandy Gravel,Mesic,0,819.661011,150,1.610195,-149.326989,68.400547,268-3-C-BENA_2014,4.800000111,-10.50000023,0.466666659,9.200000127,269.5000038,2.400000095,0.758333353,47.54999918,314.5999975,1,26B_2014,0.27
321,268-4-C-BENA,2014,0.142,1.726003691,1.77588401,0.603358577,0.601052105,35,1979,22,268-4,Betula,BENA,58,32,8,0,18,0,0,0,0,0,0,0.009118541,0.003039514,0.209726444,0.221884498,NA,NA,NA,0,0,0,5,0,1,16,171.881056,West,26B,Dwarf Shrub-Lichen,Low Shrub,Sandy Gravel,Mesic,0,820.486511,188,1.085947,-149.326166,68.400831,268-4-C-BENA_2014,4.800000111,-10.50000023,0.466666659,9.200000127,269.5000038,2.400000095,0.758333353,47.54999918,314.5999975,1,26B_2014,0.27
322,268-4-D-BENA,2014,0.0555,1.058876118,0.669650676,0.11926114,-1.374865756,26,1988,22,268-4,Betula,BENA,57,23,7,0,15,0,0,0,0,0,0,0.009118541,0.003039514,0.209726444,0.221884498,NA,NA,NA,0,0,0,5,0,1,16,171.881056,West,26B,Dwarf Shrub-Lichen,Low Shrub,Sandy Gravel,Mesic,0,820.486511,188,1.085947,-149.326166,68.400831,268-4-D-BENA_2014,4.800000111,-10.50000023,0.466666659,9.200000127,269.5000038,2.400000095,0.758333353,47.54999918,314.5999975,1,26B_2014,0.27
323,282-1-B-BENA,2014,0.108333333,1.386286038,1.02545222,0.301427078,-0.494456771,25,1989,23,282-1,Betula,BENA,41,18,8,0,9,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,577.316923,West,26B,Tussock Tundra (Low shrub or Herbaceous),Tussock Tundra,Clay Loam,Mesic,0,826.622314,26,2.82316,-149.530032,68.582817,282-1-B-BENA_2014,9.166666985,-6.974999885,4.666666746,13.70000013,190.8000069,27.10000062,1.025000021,77.82999778,274.7999978,1,26B_2014,0.27
324,282-1-D-BENA,2014,0.2385,1.22776663,1.764278244,1.580959379,1.114087786,24,1990,23,282-1,Betula,BENA,74,20,11,0,15,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,577.316923,West,26B,Tussock Tundra (Low shrub or Herbaceous),Tussock Tundra,Clay Loam,Mesic,0,826.622314,26,2.82316,-149.530032,68.582817,282-1-D-BENA_2014,9.166666985,-6.974999885,4.666666746,13.70000013,190.8000069,27.10000062,1.025000021,77.82999778,274.7999978,1,26B_2014,0.27
325,282-2-A-BENA,2014,0.0205,0.729773443,0.307800587,0.022895142,-2.980219567,27,1987,23,282-2,Betula,BENA,44,16,6,0,7,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,604.079816,West,26B,Low Shrub,Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,826.41803,354,3.355184,-149.530916,68.583004,282-2-A-BENA_2014,9.166666985,-6.974999885,4.666666746,13.70000013,190.8000069,27.10000062,1.025000021,77.82999778,274.7999978,1,26B_2014,0.27
326,282-2-B-BENA,2014,0.068,1.162248725,0.990634755,0.20871485,-0.961518426,23,1991,23,282-2,Betula,BENA,27,18,6,0,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,604.079816,West,26B,Low Shrub,Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,826.41803,354,3.355184,-149.530916,68.583004,282-2-B-BENA_2014,9.166666985,-6.974999885,4.666666746,13.70000013,190.8000069,27.10000062,1.025000021,77.82999778,274.7999978,1,26B_2014,0.27
327,282-3-B-BENA,2014,0.03525,0.731746432,0.39188438,0.110879567,-1.760826083,20,1994,23,282-3,Betula,BENA,31,18,7,0,8,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,571.732475,West,26B,Low Shrub,Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,823.876221,27,3.830761,-149.53038,68.583298,282-3-B-BENA_2014,9.166666985,-6.974999885,4.666666746,13.70000013,190.8000069,27.10000062,1.025000021,77.82999778,274.7999978,1,26B_2014,0.27
328,282-3-D-BENA,2014,0.08275,0.412010261,0.427021638,0.464235699,-0.522818442,17,1997,23,282-3,Betula,BENA,82,20,10,0,18,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,571.732475,West,26B,Low Shrub,Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,823.876221,27,3.830761,-149.53038,68.583298,282-3-D-BENA_2014,9.166666985,-6.974999885,4.666666746,13.70000013,190.8000069,27.10000062,1.025000021,77.82999778,274.7999978,1,26B_2014,0.27
329,282-4-A-BENA,2014,0.1385,1.207714673,1.31967592,0.799515695,0.527824863,26,1988,23,282-4,Betula,BENA,52,15,7,0,6,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,597.547448,West,26B,Tussock Tundra (Low shrub or Herbaceous),Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,823.620117,358,4.137664,-149.531178,68.583423,282-4-A-BENA_2014,9.166666985,-6.974999885,4.666666746,13.70000013,190.8000069,27.10000062,1.025000021,77.82999778,274.7999978,1,26B_2014,0.27
330,282-4-C-BENA,2014,0.319,1.599342337,2.377670842,1.48771848,0.410094291,14,2000,23,282-4,Betula,BENA,38,12,6,0,9,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,597.547448,West,26B,Tussock Tundra (Low shrub or Herbaceous),Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,823.620117,358,4.137664,-149.531178,68.583423,282-4-C-BENA_2014,9.166666985,-6.974999885,4.666666746,13.70000013,190.8000069,27.10000062,1.025000021,77.82999778,274.7999978,1,26B_2014,0.27
331,60-1-A-BENA,2014,0.389,1.15674758,1.329841462,5.035578754,1.227853708,10,2004,1,60-1,Betula,BENA,121,NA,11,3,23,0,2,0,0,0.086956522,0,0.026548673,0.053097345,0,0.079646018,NA,Hare,NA,1,0,1,0,0,8,0,1438.56091,West,20F,Low Shrub,Low Shrub-Tussock Tundra,Silt Loam,Mesic,0,110.943649,215,1.507567,-149.840126,65.909691,60-1-A-BENA_2014,13.33333333,-2.325000048,8.233333429,18.50000064,299.9000168,62.20000076,1.083333358,100.7099965,240.1699979,1,20F_2014,0.375
332,60-1-B-BENA,2014,0.37925,0.958103482,0.987715948,2.460640076,0.511746752,10,2004,1,60-1,Betula,BENA,129,NA,14,0,32,0,4,0,0,0.125,0,0.026548673,0.053097345,0,0.079646018,NA,Hare,NA,1,0,1,0,0,8,0,1438.56091,West,20F,Low Shrub,Low Shrub-Tussock Tundra,Silt Loam,Mesic,0,110.943649,215,1.507567,-149.840126,65.909691,60-1-B-BENA_2014,13.33333333,-2.325000048,8.233333429,18.50000064,299.9000168,62.20000076,1.083333358,100.7099965,240.1699979,1,20F_2014,0.375
333,60-2-A-BENA,2014,0.05675,0.721024769,0.270901014,0.274069205,-1.369959972,13,2001,1,60-2,Betula,BENA,89,NA,9,0,10,0,0,0,0,0,0,0.026548673,0.053097345,0,0.079646018,NA,NA,NA,0,0,2,0,0,8,0,1432.670461,West,20F,Low Shrub,Low Shrub,Silt Loam,Mesic,0,110.927505,264,1.953402,-149.84073,65.909949,60-2-A-BENA_2014,13.33333333,-2.325000048,8.233333429,18.50000064,299.9000168,62.20000076,1.083333358,100.7099965,240.1699979,1,20F_2014,0.375
334,60-2-D-BENA,2014,0.047,0.470723117,0.28251795,0.20346839,-1.66782996,13,2001,1,60-2,Betula,BENA,102,NA,7,0,18,0,0,0,0,0,0,0.026548673,0.053097345,0,0.079646018,NA,NA,NA,0,0,2,0,0,8,0,1432.670461,West,20F,Low Shrub,Low Shrub,Silt Loam,Mesic,0,110.927505,264,1.953402,-149.84073,65.909949,60-2-D-BENA_2014,13.33333333,-2.325000048,8.233333429,18.50000064,299.9000168,62.20000076,1.083333358,100.7099965,240.1699979,1,20F_2014,0.375
335,60-3-A-BENA,2014,0.33475,1.310901598,1.250233427,2.242376748,-0.006772401,7,2007,1,60-3,Betula,BENA,83,NA,8,11,15,0,0,0,0,0,0,0.026548673,0.053097345,0,0.079646018,NA,NA,NA,0,0,3,0,0,8,0,1403.187226,West,20F,Low Shrub,Black Spruce Woodland,Silt Loam,Mesic,0,111.24585,78,1.323723,-149.840194,65.910114,60-3-A-BENA_2014,13.33333333,-2.325000048,8.233333429,18.50000064,299.9000168,62.20000076,1.083333358,100.7099965,240.1699979,1,20F_2014,0.375
336,60-3-D-BENA,2014,0.0725,0.651955684,0.356615839,0.354403067,-1.425995163,10,2004,1,60-3,Betula,BENA,101,NA,8,0,12,0,0,0,0,0,0,0.026548673,0.053097345,0,0.079646018,NA,NA,NA,0,0,3,0,0,8,0,1403.187226,West,20F,Low Shrub,Black Spruce Woodland,Silt Loam,Mesic,0,111.24585,78,1.323723,-149.840194,65.910114,60-3-D-BENA_2014,13.33333333,-2.325000048,8.233333429,18.50000064,299.9000168,62.20000076,1.083333358,100.7099965,240.1699979,1,20F_2014,0.375
337,60-4-A-BENA,2014,0.092,0.752955812,0.591069708,0.356514218,-0.936198733,15,1999,1,60-4,Betula,BENA,92,NA,7,13,13,0,0,0,0,0,0,0.026548673,0.053097345,0,0.079646018,NA,NA,NA,0,0,1,0,0,8,0,1406.241796,West,20F,Tall Shrub (Open-Closed),Black Spruce Woodland,Silt Loam,Mesic,0,110.670654,252,1.181915,-149.840942,65.910317,60-4-A-BENA_2014,13.33333333,-2.325000048,8.233333429,18.50000064,299.9000168,62.20000076,1.083333358,100.7099965,240.1699979,1,20F_2014,0.375
338,60-4-B-BENA,2014,0.0655,0.800559753,0.489719626,0.269667245,-0.654510585,24,1990,1,60-4,Betula,BENA,95,NA,9,0,9,0,2,0,0,0.222222222,0,0.026548673,0.053097345,0,0.079646018,NA,Hare,NA,1,0,1,0,0,8,0,1406.241796,West,20F,Tall Shrub (Open-Closed),Black Spruce Woodland,Silt Loam,Mesic,0,110.670654,252,1.181915,-149.840942,65.910317,60-4-B-BENA_2014,13.33333333,-2.325000048,8.233333429,18.50000064,299.9000168,62.20000076,1.083333358,100.7099965,240.1699979,1,20F_2014,0.375
339,72-1-C-BENA,2014,0.11,1.699497732,1.488655964,0.278360817,0.153590104,46,1968,2,72-1,Betula,BENA,118,71,9,0,11,0,2,0,0,0.181818182,0,0.004716981,0.066037736,0,0.070754717,NA,Hare,NA,1,0,0,0,0,3,0,895.937772,West,20F,Tussock Tundra (Low shrub or Herbaceous),Black Spruce Woodland,Clay Loam,Mesic,0,130.808105,148,1.606934,-150.14017,66.022623,72-1-C-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,20F_2014,0.375
340,72-1-D-BENA,2014,0.09525,1.212817592,0.970906933,0.368734424,0.71136642,58,1956,2,72-1,Betula,BENA,65,41,8,7,4,0,0,0,0,0,0,0.004716981,0.066037736,0,0.070754717,NA,NA,NA,0,0,0,0,0,3,0,895.937772,West,20F,Tussock Tundra (Low shrub or Herbaceous),Black Spruce Woodland,Clay Loam,Mesic,0,130.808105,148,1.606934,-150.14017,66.022623,72-1-D-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,20F_2014,0.375
341,72-2-A-BENA,2014,0.0635,0.847816159,0.692966661,0.174554742,-0.339317951,45,1969,2,72-2,Betula,BENA,121,72,12,21,14,0,0,0,0,0,0,0.004716981,0.066037736,0,0.070754717,NA,NA,NA,0,0,0,0,0,3,0,855.94066,West,20F,Tussock Tundra (Low shrub or Herbaceous),Black Spruce Woodland,Clay Loam,Mesic,0,131.055786,179,2.125059,-150.13956,66.022889,72-2-A-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,20F_2014,0.375
342,72-2-B-BENA,2014,0.14825,1.196121203,0.826020337,0.783260113,-0.149108011,15,1999,2,72-2,Betula,BENA,104,67,9,0,5,0,1,0,0,0.2,0,0.004716981,0.066037736,0,0.070754717,NA,Hare,NA,1,0,0,0,0,3,0,855.94066,West,20F,Tussock Tundra (Low shrub or Herbaceous),Black Spruce Woodland,Clay Loam,Mesic,0,131.055786,179,2.125059,-150.13956,66.022889,72-2-B-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,20F_2014,0.375
343,72-3-C-BENA,2014,0.1195,0.594188338,0.495366984,0.508694536,-0.847010965,12,2002,2,72-3,Betula,BENA,65,39,9,0,4,0,0,0,0,0,0,0.004716981,0.066037736,0,0.070754717,NA,NA,NA,0,0,1,0,0,3,0,885.368743,West,20F,Tussock Tundra (Low shrub or Herbaceous),Black Spruce Woodland,Clay Loam,Mesic,0,132.401993,119,2.284806,-150.140609,66.023021,72-3-C-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,20F_2014,0.375
344,72-3-D-BENA,2014,0.0475,0.939847486,0.738786372,0.105950212,-0.535740959,58,1956,2,72-3,Betula,BENA,104,47,11,0,9,0,0,0,0,0,0,0.004716981,0.066037736,0,0.070754717,NA,NA,NA,0,0,1,0,0,3,0,885.368743,West,20F,Tussock Tundra (Low shrub or Herbaceous),Black Spruce Woodland,Clay Loam,Mesic,0,132.401993,119,2.284806,-150.140609,66.023021,72-3-D-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,20F_2014,0.375
345,72-4-A-BENA,2014,0.0745,1.07640487,0.532505106,0.15365294,-1.700860115,16,1998,2,72-4,Betula,BENA,97,39,7,0,8,0,0,0,0,0,0,0.004716981,0.066037736,0,0.070754717,NA,NA,NA,0,0,0,0,0,3,0,844.255779,West,20F,Tussock Tundra (Low shrub or Herbaceous),Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,132.260803,156,1.029158,-150.139994,66.023305,72-4-A-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,20F_2014,0.375
346,72-4-D-BENA,2014,0.031,1.352696848,0.24475148,0.065835216,-2.476055949,17,1997,2,72-4,Betula,BENA,85,37,8,0,12,0,0,0,0,0,0,0.004716981,0.066037736,0,0.070754717,NA,NA,NA,0,0,0,0,0,3,0,844.255779,West,20F,Tussock Tundra (Low shrub or Herbaceous),Low Shrub-Tussock Tundra,Clay Loam,Mesic,0,132.260803,156,1.029158,-150.139994,66.023305,72-4-D-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,20F_2014,0.375
347,86-1-A-BENA,2014,0.24,0.600991354,0.411205346,3.146744866,0.757693785,10,2004,3,86-1,Betula,BENA,142,NA,20,0,87,1,0,0,0.011494253,0,0,0.02349486,0,0,0.02349486,Moose,NA,NA,1,1,0,0,6,0,1,1072.088921,West,20F,Tall Shrub (Open-Closed),Tall Shrub,Gravely Sand Loam,Mesic - Xeric,0,572.239319,57,8.372539,-150.2773,66.212913,86-1-A-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,20F_2014,0.375
348,86-1-B-BENA,2014,0.1655,0.687407233,0.507085408,1.672106407,-0.00032138,9,2005,3,86-1,Betula,BENA,95,NA,11,0,56,0,0,0,0,0,0,0.02349486,0,0,0.02349486,NA,NA,NA,0,1,0,0,6,0,1,1072.088921,West,20F,Tall Shrub (Open-Closed),Tall Shrub,Gravely Sand Loam,Mesic - Xeric,0,572.239319,57,8.372539,-150.2773,66.212913,86-1-B-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,20F_2014,0.375
349,86-2-A-BENA,2014,0.175333333,0.33689536,0.29144503,3.155865204,0.760587934,10,2004,3,86-2,Betula,BENA,118,NA,20,0,82,0,0,0,0,0,0,0.02349486,0,0,0.02349486,NA,NA,NA,0,0,0,0,6,0,1,1091.215231,West,20F,Low Shrub,Tall Shrub,Gravely Sand Loam,Mesic - Xeric,0,576.231995,67,9.004415,-150.278061,66.212989,86-2-A-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,20F_2014,0.375
350,86-2-B-BENA,2014,0.34575,0.757738208,0.750923044,4.536266387,1.123429535,10,2004,3,86-2,Betula,BENA,94,NA,18,3,35,0,0,0,0,0,0,0.02349486,0,0,0.02349486,NA,NA,NA,0,0,0,0,6,0,1,1091.215231,West,20F,Low Shrub,Tall Shrub,Gravely Sand Loam,Mesic - Xeric,0,576.231995,67,9.004415,-150.278061,66.212989,86-2-B-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,20F_2014,0.375
351,86-3-A-BENA,2014,0.19275,0.49097105,0.395046968,2.164055665,0.383309327,10,2004,3,86-3,Betula,BENA,105,NA,18,0,64,0,0,0,0,0,0,0.02349486,0,0,0.02349486,NA,NA,NA,0,0,0,1,6,0,1,1057.338847,West,20F,Tall Shrub (Open-Closed),Tall Shrub,Gravely Sand Loam,Mesic - Xeric,0,571.701965,63,9.459789,-150.277761,66.213303,86-3-A-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,20F_2014,0.375
352,86-3-D-BENA,2014,0.184,0.469180904,0.408540873,2.86627604,0.664338883,10,2004,3,86-3,Betula,BENA,167,NA,18,0,12,0,0,0,0,0,0,0.02349486,0,0,0.02349486,NA,NA,NA,0,0,0,1,6,0,1,1057.338847,West,20F,Tall Shrub (Open-Closed),Tall Shrub,Gravely Sand Loam,Mesic - Xeric,0,571.701965,63,9.459789,-150.277761,66.213303,86-3-D-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,20F_2014,0.375
353,86-4-C-BENA,2014,0.422,0.671955365,0.569970736,11.39218779,2.044253082,10,2004,3,86-4,Betula,BENA,133,NA,26,0,52,0,0,0,0,0,0,0.02349486,0,0,0.02349486,NA,NA,NA,0,2,0,0,6,0,1,1074.730943,West,20F,Low Shrub,Tall Shrub,Gravely Sand Loam,Mesic - Xeric,0,575.689697,64,9.57597,-150.278532,66.213405,86-4-C-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,20F_2014,0.375
354,86-4-D-BENA,2014,0.201,0.533602659,0.508278643,2.451117695,0.38213859,9,2005,3,86-4,Betula,BENA,104,NA,11,0,31,0,0,0,0,0,0,0.02349486,0,0,0.02349486,NA,NA,NA,0,2,0,0,6,0,1,1074.730943,West,20F,Low Shrub,Tall Shrub,Gravely Sand Loam,Mesic - Xeric,0,575.689697,64,9.57597,-150.278532,66.213405,86-4-D-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,20F_2014,0.375
355,97-1-C-BENA,2014,0.105,1.434394878,0.563641994,0.346855391,-1.713807908,8,2006,4,97-1,Betula,BENA,63,29,7,0,3,0,0,0,0,0,0,0,0,0.025,0.025,NA,NA,NA,0,0,0,0,1,0,1,926.812684,East,24A,Tussock Tundra (Low shrub or Herbaceous),Low Shrub,Gravely Sand Loam,Mesic,2004,556.594971,67,6.396444,-150.432109,66.348765,97-1-C-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,24A_2014,0.78
356,97-1-D-BENA,2014,0.145,0.61597247,0.382669892,1.205334853,-0.201917342,10,2004,4,97-1,Betula,BENA,121,53,14,0,19,0,0,0,0,0,0,0,0,0.025,0.025,NA,NA,NA,0,0,0,0,1,0,1,926.812684,East,24A,Tussock Tundra (Low shrub or Herbaceous),Low Shrub,Gravely Sand Loam,Mesic,2004,556.594971,67,6.396444,-150.432109,66.348765,97-1-D-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,24A_2014,0.78
357,97-2-A-BENA,2014,0.16425,0.589246029,0.54214311,1.384058685,-0.189385274,9,2005,4,97-2,Betula,BENA,102,64,9,0,13,0,0,0,0,0,0,0,0,0.025,0.025,NA,NA,NA,0,0,0,1,1,0,1,888.474156,East,24A,Tussock Tundra (Low shrub or Herbaceous),Low Shrub,Gravely Sand Loam,Mesic,2004,560.389526,70,6.330689,-150.43305,66.348843,97-2-A-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,24A_2014,0.78
358,97-2-B-BENA,2014,0.109,0.517669696,0.302837865,1.191326492,-0.339338147,9,2005,4,97-2,Betula,BENA,91,53,13,0,26,0,0,0,0,0,0,0,0,0.025,0.025,NA,NA,NA,0,0,0,1,1,0,1,888.474156,East,24A,Tussock Tundra (Low shrub or Herbaceous),Low Shrub,Gravely Sand Loam,Mesic,2004,560.389526,70,6.330689,-150.43305,66.348843,97-2-B-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,24A_2014,0.78
359,97-3-A-BENA,2014,0.23925,1.048655413,0.987543304,1.143411117,-0.38038953,9,2005,4,97-3,Betula,BENA,91,57,10,0,11,0,0,0,0,0,0,0,0,0.025,0.025,NA,NA,NA,0,0,0,0,1,0,1,924.995234,East,24A,Tussock Tundra (Low shrub or Herbaceous),Tall Shrub,Gravely Sand Loam,Mesic,2004,557.015015,71,7.919354,-150.432427,66.349149,97-3-A-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,24A_2014,0.78
360,97-3-D-BENA,2014,0.05525,0.466045417,0.462562183,0.311606918,-0.788738474,19,1995,4,97-3,Betula,BENA,75,49,7,21,13,0,0,0,0,0,0,0,0,0.025,0.025,NA,NA,NA,0,0,0,0,1,0,1,924.995234,East,24A,Tussock Tundra (Low shrub or Herbaceous),Tall Shrub,Gravely Sand Loam,Mesic,2004,557.015015,71,7.919354,-150.432427,66.349149,97-3-D-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,24A_2014,0.78
361,97-4-B-BENA,2014,0.121,0.752617277,0.406259368,0.605551409,-1.016021349,9,2005,4,97-4,Betula,BENA,115,59,12,0,13,0,0,0,0,0,0,0,0,0.025,0.025,NA,NA,NA,0,0,0,0,1,0,1,898.750829,East,24A,Tussock Tundra (Low shrub or Herbaceous),Low Shrub,Gravely Sand Loam,Mesic,2004,558.840271,63,3.962788,-150.433152,66.349294,97-4-B-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,24A_2014,0.78
362,97-4-D-BENA,2014,0.113,0.577564921,0.363948682,0.70147994,-0.743237732,10,2004,4,97-4,Betula,BENA,98,54,13,0,12,0,0,0,0,0,0,0,0,0.025,0.025,NA,NA,NA,0,0,0,0,1,0,1,898.750829,East,24A,Tussock Tundra (Low shrub or Herbaceous),Low Shrub,Gravely Sand Loam,Mesic,2004,558.840271,63,3.962788,-150.433152,66.349294,97-4-D-BENA_2014,11.93333371,-3.850000064,6.900000095,17.03333346,321.3000031,51.50000167,1.175000009,103.1699967,253.249998,1,24A_2014,0.78
363,102-1-B-BENA,2013,0.1965,1.012250925,0.861310869,1.176926216,-0.225768619,10,2003,5,102-1,Betula,BENA,81,NA,11,0,18,0,0,2,0,0,0.111111111,0.021327014,0,0.082938389,0.104265403,NA,NA,Ptarmagin,1,0,0,0,0,0,1,978.645101,West,24A,Low Shrub,Low Shrub,Sandy Loam,Mesic,2004,428.203827,339,4.033863,-150.565499,66.400721,102-1-B-BENA_2013,13.90000025,-5.14166672,8.166666667,19.6666673,105.3000011,114.0000043,1.175000003,122.1499972,252.4599971,1,24A_2013,0.79
364,102-1-C-BENA,2013,0.36075,1.165006039,1.077727394,2.514008274,0.26691782,8,2005,5,102-1,Betula,BENA,109,NA,11,0,37,0,0,3,0,0,0.081081081,0.021327014,0,0.082938389,0.104265403,NA,NA,Ptarmagin,1,0,0,0,0,0,1,978.645101,West,24A,Low Shrub,Low Shrub,Sandy Loam,Mesic,2004,428.203827,339,4.033863,-150.565499,66.400721,102-1-C-BENA_2013,13.90000025,-5.14166672,8.166666667,19.6666673,105.3000011,114.0000043,1.175000003,122.1499972,252.4599971,1,24A_2013,0.79
365,102-2-B-BENA,2013,0.428,1.431322051,1.448392555,4.439874667,1.101951391,10,2003,5,102-2,Betula,BENA,63,NA,11,0,9,0,0,0,0,0,0,0.021327014,0,0.082938389,0.104265403,NA,NA,NA,0,0,0,1,0,0,1,973.266715,West,24A,Tall Shrub (Open-Closed),Low Shrub,Sandy Loam,Mesic,2004,426.001434,321,4.435797,-150.566012,66.400957,102-2-B-BENA_2013,13.90000025,-5.14166672,8.166666667,19.6666673,105.3000011,114.0000043,1.175000003,122.1499972,252.4599971,1,24A_2013,0.79
366,102-2-C-BENA,2013,0.3465,1.212527057,0.779761458,3.083351453,0.611611607,9,2004,5,102-2,Betula,BENA,167,NA,16,0,31,0,0,0,0,0,0,0.021327014,0,0.082938389,0.104265403,NA,NA,NA,0,0,0,1,0,0,1,973.266715,West,24A,Tall Shrub (Open-Closed),Low Shrub,Sandy Loam,Mesic,2004,426.001434,321,4.435797,-150.566012,66.400957,102-2-C-BENA_2013,13.90000025,-5.14166672,8.166666667,19.6666673,105.3000011,114.0000043,1.175000003,122.1499972,252.4599971,1,24A_2013,0.79
