"","ShrubID","Year","RingWidth","RWI_Spline","RWI_NegExp","BAI","Age","Estab","Section","SiteID","Species","StemLength","StemHeight","StemDiam","CanopyCover","Twigs","Moose","Hare","Ptarmagin","PropMoose","PropHare","PropPtarmagin","PropMoose_S","PropHare_S","PropPtarmagin_S","PropBrowse_S","Bin_Moose","Bin_Hare","Bin_Ptarmagin","Binary_Browse","MooseFeces","HareFeces","PtarmaginFeces","MooseFeces_S","HareFeces _S","PtarmaginFeces_S","DistToRoad","RoadSide","GMU","VegCoverGIS","VegCoverOBS","SoilText","SoilMoist","LastBurn","Elevation","Aspect","Slope","X_Cord","Y_Cord","resid","resid_ll"
"2405","72-4-D-BENA",2003,0.226,1.04122934433575,1.7843172438543,2.98909974618455,6,1997,2,"72-4","BENA",85,37,8,0,12,0,0,0,0,0,0,0.004716981,0.066037736,0,0.070754717,NA,NA,NA,0,0,0,0,0,3,0,844.255779,"West","20F","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Clay Loam","Mesic",0,132.260803,156,1.029158,-150.139994,66.023305,0.585664050845172,0.522714071249967
"2406","97-3-D-BENA",2003,0.046,0.508405229967999,0.407895560094661,0.362294747997282,8,1995,4,"97-3","BENA",75,49,7,21,13,0,0,0,0,0,0,0,0,0.025,0.025,NA,NA,NA,0,0,0,0,1,0,1,924.995234,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Tall Shrub","Gravely Sand Loam","Mesic",2004,557.015015,71,7.919354,-150.432427,66.349149,-1.51840438295641,-1.55805817722506
"2407","102-3-B-BENA",2002,0.2005,0.986715846205731,1.17572461689367,3.53588373736572,22,1980,5,"102-3","BENA",72,NA,16,0,12,0,0,0,0,0,0,0.021327014,0,0.082938389,0.104265403,NA,NA,NA,0,0,0,0,0,0,1,939.238254,"West","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic",2004,424.339783,330,3.896938,-150.565669,66.401242,0.803263041539882,0.823925714707587
"2408","111-1-A-BENA",2002,0.38875,1.55819927082121,2.30546654550672,6.13914033876938,14,1988,6,"111-1","BENA",45,37,7,0,7,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,640.914524,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Gravely Sand Loam","Mesic",0,512.854736,12,8.158982,-150.736683,66.498494,1.33018050939464,1.32930334683667
"2409","111-1-B-BENA",2002,0.35,1.40939094938001,2.06410256410256,4.22779831356846,6,1996,6,"111-1","BENA",89,51,9,0,12,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,640.914524,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Gravely Sand Loam","Mesic",0,512.854736,12,8.158982,-150.736683,66.498494,0.932373161319663,0.869423181724457
"2410","111-2-D-BENA",2002,0.39325,1.12506135380902,1.88599280613043,4.85122990056422,6,1996,6,"111-2","BENA",75,31,6,0,7,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,685.564701,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Gravely Sand Loam","Mesic",0,516.430603,8,6.353059,-150.737535,66.498284,1.06992405755799,1.00697407796278
"2411","111-3-A-BENA",2002,0.04475,0.706076861788066,0.472217642209398,0.474724691437168,15,1987,6,"111-3","BENA",108,46,7,0,11,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,664.632709,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Gravely Sand Loam","Mesic",0,511.257965,359,9.703425,-150.737553,66.498636,-1.22642395419295,-1.22332750300356
"2412","111-4-C-BENA",2002,0.0993333333333333,0.9257182721486,0.963939108618592,1.13758043449462,10,1992,6,"111-4","BENA",51,30,7,0,13,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,707.594422,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Gravely Sand Loam","Mesic",0,515.006653,353,8.170983,-150.73833,66.498407,-0.368002627002538,-0.390977626250229
"2413","121-1-C-BENA",2002,0.0595,1.30634848325857,0.761752505063973,0.816580826678817,30,1972,7,"121-1","BENA",60,36,11,0,11,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,1394.51987,"East","24A","Tall Shrub (Open-Closed)","Low Shrub","Clay Loam","Mesic",2005,466.470276,61,7.209129,-150.675843,66.599029,-0.637525612816859,-0.609865515862826
"2414","121-1-D-BENA",2002,0.03725,0.223521610157803,0.21556712962963,0.564086509070366,18,1984,7,"121-1","BENA",73,42,19,0,25,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,1394.51987,"East","24A","Tall Shrub (Open-Closed)","Low Shrub","Clay Loam","Mesic",2005,466.470276,61,7.209129,-150.675843,66.599029,-1.04464987235999,-1.03216076575449
"2415","129-3-A-BENA",2002,0.043,0.646577510426185,0.715002734926375,0.611545567540443,50,1952,8,"129-3","BENA",51,35,12,0,6,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,1022.673056,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Sandy Loam","Mesic - Hydric",2005,301.546051,352,6.265718,-150.646771,66.710061,-0.864652066979615,-0.846624969676033
"2416","129-4-D-BENA",2002,0.053,0.455722693717539,0.406460469119146,0.898707556430798,41,1961,8,"129-4","BENA",87,41,18,0,9,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,1057.255538,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Tall Shrub","Sandy Loam","Mesic - Hydric",2005,303.823029,358,6.979915,-150.646167,66.709845,-0.507588342916907,-0.482004717972016
"2417","147-2-A-BENA",2002,0.156,1.11994578713177,1.63315158124318,1.22693644448888,7,1995,9,"147-2","BENA",89,56,6,61,9,0,0,0,0,0,0,0.252688172,0.016129032,0,0.268817204,NA,NA,NA,0,2,1,0,8,4,0,986.173835,"West","24A","Low Shrub","Tall Shrub","Clay Loam","Mesic - Hydric",0,428.943481,147,8.698308,-150.484958,66.912025,-0.301687337334132,-0.351932135655737
"2418","147-3-A-BENA",2002,0.1045,1.16753259253485,1.02230532537535,0.728982227922446,12,1990,9,"147-3","BENA",107,63,8,18,8,1,0,0,0.125,0,0,0.252688172,0.016129032,0,0.268817204,"Moose",NA,NA,1,2,1,0,8,4,0,952.272152,"West","24A","White Spruce or Black Spruce (Woodland)","Black Spruce Woodland","Clay Loam","Mesic - Hydric",0,425.583191,170,6.572863,-150.484233,66.911912,-0.806811136467282,-0.817292981548985
"2419","147-3-C-BENA",2002,0.226,0.86198793514609,1.36663240007256,4.2124296423071,8,1994,9,"147-3","BENA",136,53,12,30,29,2,1,0,0.068965517,0.034482759,0,0.252688172,0.016129032,0,0.268817204,"Moose","Hare",NA,1,2,1,0,8,4,0,952.272152,"West","24A","White Spruce or Black Spruce (Woodland)","Black Spruce Woodland","Clay Loam","Mesic - Hydric",0,425.583191,170,6.572863,-150.484233,66.911912,0.934932387927134,0.895278593658479
"2420","147-4-D-BENA",2002,0.07525,1.0201014071616,1.05133361558002,0.707855213676596,16,1986,9,"147-4","BENA",94,47,7,14,7,0,0,0,0,0,0,0.252688172,0.016129032,0,0.268817204,NA,NA,NA,0,0,1,0,8,4,0,956.341518,"West","24A","Tall Shrub (Open-Closed)","Tall Shrub","Clay Loam","Mesic - Hydric",0,428.39856,129,7.52786,-150.483929,66.912191,-0.823818922148211,-0.81720557940311
"2421","151-1-D-BENA",2002,0.099,0.992467444833816,0.759743463246177,2.14835457421248,18,1984,10,"151-1","BENA",90,67,12,0,8,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,725.03173,"East","24A","White Spruce or Black Spruce (Open-Closed)","Low Shrub","Clay Loam","Mesic",0,471.29071,296,22.022722,-150.362735,66.958242,0.292600016827095,0.305089123432597
"2422","151-2-A-BENA",2002,0.096,0.517074905822605,0.504737389780382,0.664107554227654,7,1995,10,"151-2","BENA",119,71,11,0,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,0,0,1,0,0,737.726474,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,482.941345,297,25.566626,-150.361917,66.958285,-0.915518867603207,-0.965763665924812
"2423","151-2-B-BENA",2002,0.4015,1.65659517771952,1.65659517771952,3.83261030508993,7,1995,10,"151-2","BENA",142,91,14,0,17,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,0,0,1,0,0,737.726474,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,482.941345,297,25.566626,-150.361917,66.958285,0.837338408608558,0.787093610286953
"2424","151-3-C-BENA",2002,0.1595,1.07730887600593,1.06086868890457,3.58951543635148,16,1986,10,"151-3","BENA",86,51,13,0,9,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,698.113665,"East","24A","White Spruce or Black Spruce (Open-Closed)","Low Shrub","Clay Loam","Mesic",0,469.98999,301,21.5443,-150.36215,66.958641,0.799714001953514,0.806327344698615
"2425","151-4-A-BENA",2002,0.078,0.929280114484271,0.777526053466244,0.927124832778844,16,1986,10,"151-4","BENA",65,36,9,0,8,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,714.907956,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,485.466003,301,24.973797,-150.361301,66.958638,-0.553970274780645,-0.547356932035543
"2426","151-4-D-BENA",2002,0.09275,0.652129846528223,0.672241968081399,1.11126084313875,9,1993,10,"151-4","BENA",83,56,8,0,9,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,714.907956,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,485.466003,301,24.973797,-150.361301,66.958638,-0.394511441335499,-0.42518897299388
"2427","158-2-C-BENA",2002,0.05175,0.648560628204892,0.560045383138419,0.379821497062119,14,1988,11,"158-2","BENA",54,29,8,0,53,0,0,0,0,0,0,0,0,0.078688525,0.078688525,NA,NA,NA,0,0,0,1,0,0,1,1283.38641,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Xeric",2005,590.000549,54,15.617359,-150.286104,67.046812,-1.45255809418931,-1.45343525674728
"2428","173-1-A-BENA",2002,0.074,1.68266303469044,0.936476426799007,1.55295208052251,34,1968,12,"173-1","BENA",69,40,12,0,9,0,0,0,0,0,0,0.12987013,0,0,0.12987013,NA,NA,NA,0,0,0,0,4,0,0,1301.486525,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,349.871613,358,2.901099,-150.191497,67.228159,0.0176634496277602,0.0457550245872878
"2429","173-1-B-BENA",2002,0.1135,0.754462186041637,0.800121543603768,1.55375711363999,12,1990,12,"173-1","BENA",101,53,11,0,7,0,0,0,0,0,0,0.12987013,0,0,0.12987013,NA,NA,NA,0,0,0,0,4,0,0,1301.486525,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,349.871613,358,2.901099,-150.191497,67.228159,-0.0500292682886707,-0.0605111133703738
"2430","173-2-A-BENA",2002,0.07,0.728423129198645,0.88935944944415,1.70959189023049,43,1959,12,"173-2","BENA",94,43,12,0,6,0,0,0,0,0,0,0.12987013,0,0,0.12987013,NA,NA,NA,0,2,0,0,4,0,0,1323.706943,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Clay Loam","Mesic",0,348.371155,13,2.823825,-150.190835,67.228457,0.141664932103282,0.165931052137043
"2431","173-3-B-BENA",2002,0.03975,0.935450147250099,0.444042201075714,1.07598272113435,37,1965,12,"173-3","BENA",70,51,14,0,9,0,0,0,0,0,0,0.12987013,0,0,0.12987013,NA,NA,NA,0,0,0,0,4,0,0,1278.311889,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,347.24527,24,1.739254,-150.191816,67.228627,-0.33995833855728,-0.312498255794908
"2432","173-4-B-BENA",2002,0.10975,0.634209534779256,0.639555912790113,2.48119355314016,12,1990,12,"173-4","BENA",124,71,14,0,12,0,0,0,0,0,0,0.12987013,0,0,0.12987013,NA,NA,NA,0,1,0,0,4,0,0,1308.377258,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,346.165253,355,1.872125,-150.190975,67.22891,0.418034505340996,0.407552660259293
"2433","173-4-C-BENA",2002,0.14225,1.00294371555091,1.20573761550713,3.40341435978675,33,1969,12,"173-4","BENA",119,74,14,0,14,0,0,0,0,0,0,0.12987013,0,0,0.12987013,NA,NA,NA,0,1,0,0,4,0,0,1308.377258,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,346.165253,355,1.872125,-150.190975,67.22891,0.799184414451642,0.827315545557188
"2434","184-1-B-BENA",2002,0.0485,0.525689485439586,0.481553325347303,1.62690124459719,50,1952,13,"184-1","BENA",128,51,19,0,13,0,1,0,0,0.076923077,0,0.099415205,0.058479532,0,0.157894737,NA,"Hare",NA,1,2,0,0,5,6,0,692.283244,"East","24A","White Spruce or Black Spruce (Open-Closed)","Tall Shrub","Clay Loam","Mesic",0,423.977753,249,10.469168,-150.109686,67.368938,0.113790870549924,0.131817967853506
"2435","184-1-C-BENA",2002,0.07125,0.339916833155872,0.327720739219713,1.13715542058597,11,1991,13,"184-1","BENA",166,49,15,8,26,1,2,0,0.038461538,0.076923077,0,0.099415205,0.058479532,0,0.157894737,"Moose","Hare",NA,1,2,0,0,5,6,0,692.283244,"East","24A","White Spruce or Black Spruce (Open-Closed)","Tall Shrub","Clay Loam","Mesic",0,423.977753,249,10.469168,-150.109686,67.368938,-0.365275810245365,-0.381578777841798
"2436","184-2-A-BENA",2002,0.07225,1.07791875133228,0.580973215869449,1.56065821095222,17,1985,13,"184-2","BENA",89,39,11,0,12,0,1,0,0,0.083333333,0,0.099415205,0.058479532,0,0.157894737,NA,"Hare",NA,1,1,0,0,5,6,0,706.210196,"East","24A","White Spruce or Black Spruce (Open-Closed)","Tall Shrub","Clay Loam","Mesic",0,429.192566,258,16.706417,-150.109279,67.369156,-0.0300950543685157,-0.0203661276738888
"2437","184-2-D-BENA",2002,0.068,0.702583288214083,0.733483146067416,1.59793968732191,31,1971,13,"184-2","BENA",84,38,12,10,7,0,0,0,0,0,0,0.099415205,0.058479532,0,0.157894737,NA,NA,NA,0,1,0,0,5,6,0,706.210196,"East","24A","White Spruce or Black Spruce (Open-Closed)","Tall Shrub","Clay Loam","Mesic",0,429.192566,258,16.706417,-150.109279,67.369156,0.0369193697879099,0.0648410384555115
"2438","184-3-B-BENA",2002,0.217666666666667,1.35257027375278,1.46623898658387,6.076652595525,25,1977,13,"184-3","BENA",71,35,17,0,17,0,2,0,0,0.117647059,0,0.099415205,0.058479532,0,0.157894737,NA,"Hare",NA,1,1,3,0,5,6,0,683.765397,"East","24A","White Spruce or Black Spruce (Open-Closed)","Tall Shrub","Clay Loam","Mesic",0,425.482941,261,10.788996,-150.109693,67.36937,1.35405525767667,1.37852369671433
"2439","184-3-D-BENA",2002,0.1965,1.1242209468986,1.57851775071262,3.04618012850578,14,1988,13,"184-3","BENA",103,48,17,7,31,3,1,0,0.096774194,0.032258065,0,0.099415205,0.058479532,0,0.157894737,"Moose","Hare",NA,1,1,3,0,5,6,0,683.765397,"East","24A","White Spruce or Black Spruce (Open-Closed)","Tall Shrub","Clay Loam","Mesic",0,425.482941,261,10.788996,-150.109693,67.36937,0.62938417581682,0.628507013258844
"2440","191-2-A-BENA",2002,0.29525,1.2778040785647,1.84254425442544,4.55777451619057,9,1993,14,"191-2","BENA",82,51,10,0,13,1,0,0,0.076923077,0,0,0.203703704,0.009259259,0,0.212962963,"Moose",NA,NA,1,0,0,0,5,0,0,1628.072852,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,494.812988,260,1.497492,-149.859771,67.475671,1.01682775295962,0.986150221301238
"2441","191-2-B-BENA",2002,0.09925,0.844510996693299,0.784843492586491,0.646289815143278,7,1995,14,"191-2","BENA",92,71,8,0,13,0,0,0,0,0,0,0.203703704,0.009259259,0,0.212962963,NA,NA,NA,0,0,0,0,5,0,0,1628.072852,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,494.812988,260,1.497492,-149.859771,67.475671,-0.94271494979004,-0.992959748111645
"2442","191-3-A-BENA",2002,0.21,1.66208496769881,2.10980876188403,3.90826692477185,21,1981,14,"191-3","BENA",102,51,9,0,9,0,1,0,0,0.111111111,0,0.203703704,0.009259259,0,0.212962963,NA,"Hare",NA,1,2,0,0,5,0,0,1608.343863,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,494.475037,298,4.15829,-149.859591,67.475979,0.90029331224971,0.919286602629067
"2443","191-3-D-BENA",2002,0.08375,0.550326232494579,0.584735004760394,1.36388808938636,16,1986,14,"191-3","BENA",110,71,10,0,16,0,0,0,0,0,0,0.203703704,0.009259259,0,0.212962963,NA,NA,NA,0,2,0,0,5,0,0,1608.343863,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,494.475037,298,4.15829,-149.859591,67.475979,-0.167963705339046,-0.161350362593944
"2444","191-4-B-BENA",2002,0.1055,0.990358576754614,0.810153583617747,2.43325226019776,19,1983,14,"191-4","BENA",77,59,11,0,12,0,1,0,0,0.083333333,0,0.203703704,0.009259259,0,0.212962963,NA,"Hare",NA,1,1,0,0,5,0,0,1634.196324,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,497.007599,303,3.553675,-149.85875,67.475963,0.420227021963919,0.435159356257304
"2445","203-1-A-BENA",2002,0.148,1.41773709022897,1.0786629806484,1.86214762948881,12,1990,15,"203-1","BENA",97,41,11,0,17,1,0,0,0.058823529,0,0,0.048231511,0.012861736,0,0.061093248,"Moose",NA,NA,1,1,0,0,4,3,0,905.036767,"East","24A","Low Shrub","Low Shrub","Loam","Mesic",0,550.644958,299,23.927214,-149.794431,67.571449,0.131025250662271,0.120543405580568
"2446","203-1-D-BENA",2002,0.10875,0.487974814913842,0.52239469821643,1.72677542029793,10,1992,15,"203-1","BENA",143,46,14,0,26,2,0,0,0.076923077,0,0,0.048231511,0.012861736,0,0.061093248,"Moose",NA,NA,1,1,0,0,4,3,0,905.036767,"East","24A","Low Shrub","Low Shrub","Loam","Mesic",0,550.644958,299,23.927214,-149.794431,67.571449,0.0493495423591798,0.0263745431114883
"2447","203-2-C-BENA",2002,0.08525,0.875973968911729,0.612591911764706,2.79598192242802,26,1976,15,"203-2","BENA",118,35,14,0,38,0,0,0,0,0,0,0.048231511,0.012861736,0,0.061093248,NA,NA,NA,0,0,1,0,4,3,0,933.944119,"East","24A","Low Shrub","Low Shrub","Loam","Mesic",0,566.911377,300,26.508135,-149.793674,67.571447,0.5808851308473,0.606274526266446
"2448","203-3-B-BENA",2002,0.259,0.866701054302717,1.3615221987315,3.37429984621915,6,1996,15,"203-3","BENA",108,53,11,7,21,0,0,0,0,0,0,0.048231511,0.012861736,0,0.061093248,NA,NA,NA,0,0,1,0,4,3,0,922.335664,"East","24A","Low Shrub","Low Shrub","Loam","Mesic",0,556.241272,305,23.609533,-149.79364,67.571701,0.706879646842378,0.643929667247173
"2449","203-3-D-BENA",2002,0.2145,0.875693427361948,1.30556807935077,3.04151957580418,10,1992,15,"203-3","BENA",108,52,11,0,7,1,0,0,0.14,0,0,0.048231511,0.012861736,0,0.061093248,"Moose",NA,NA,1,0,1,0,4,3,0,922.335664,"East","24A","Low Shrub","Low Shrub","Loam","Mesic",0,556.241272,305,23.609533,-149.79364,67.571701,0.615451043002231,0.59247604375454
"2450","203-4-A-BENA",2002,0.12,0.693671279379198,0.689052552739983,1.34585829279787,6,1996,15,"203-4","BENA",85,42,10,0,10,0,0,0,0,0,0,0.048231511,0.012861736,0,0.061093248,NA,NA,NA,0,1,1,0,4,3,0,951.384807,"East","24A","Low Shrub","Low Shrub","Loam","Mesic",0,569.135193,316,29.227108,-149.792864,67.571712,-0.21227625754781,-0.275226237143016
"2451","203-4-B-BENA",2002,0.04725,0.422918509243254,0.407984532231477,0.588973813373023,23,1979,15,"203-4","BENA",99,36,12,0,12,0,0,0,0,0,0,0.048231511,0.012861736,0,0.061093248,NA,NA,NA,0,1,1,0,4,3,0,951.384807,"East","24A","Low Shrub","Low Shrub","Loam","Mesic",0,569.135193,316,29.227108,-149.792864,67.571712,-0.985973280028283,-0.963853290254325
"2452","209-1-C-BENA",2002,0.103333333333333,0.67477394435331,0.642531406516445,2.17567855266437,13,1989,16,"209-1","BENA",58,59,14,0,9,0,0,0,0,0,0,0.006097561,0.006097561,0.012195122,0.024390244,NA,NA,NA,0,0,1,0,1,5,1,698.873831,"East","24A","Low Shrub","Black Spruce Woodland","Sandy Loam","Mesic - Xeric",0,553.345276,287,19.679848,-149.692986,67.655886,0.289735882382492,0.284360634537246
"2453","209-1-D-BENA",2002,0.1105,1.18212901001068,1.11415196254951,1.59010219904937,18,1984,16,"209-1","BENA",76,39,10,0,6,0,0,0,0,0,0,0.006097561,0.006097561,0.012195122,0.024390244,NA,NA,NA,0,0,1,0,1,5,1,698.873831,"East","24A","Low Shrub","Black Spruce Woodland","Sandy Loam","Mesic - Xeric",0,553.345276,287,19.679848,-149.692986,67.655886,-0.00830392769199584,0.00418517891350667
"2454","209-2-B-BENA",2002,0.13225,0.89506394372543,1.0720270726589,3.17579183486723,34,1968,16,"209-2","BENA",104,57,18,0,18,0,0,0,0,0,0,0.006097561,0.006097561,0.012195122,0.024390244,NA,NA,NA,0,0,0,0,1,5,1,728.528855,"East","24A","Low Shrub","Black Spruce Woodland","Sandy Loam","Mesic - Xeric",0,561.911133,287,21.070175,-149.692261,67.656,0.73306276006679,0.761154335026318
"2455","209-2-D-BENA",2002,0.071,1.38497114925543,1.29395129615082,1.08649154491015,41,1961,16,"209-2","BENA",86,47,10,0,6,0,0,0,0,0,0,0.006097561,0.006097561,0.012195122,0.024390244,NA,NA,NA,0,0,0,0,1,5,1,728.528855,"East","24A","Low Shrub","Black Spruce Woodland","Sandy Loam","Mesic - Xeric",0,561.911133,287,21.070175,-149.692261,67.656,-0.317837008010133,-0.292253383065242
"2456","209-3-A-BENA",2002,0.05775,1.05982657694273,0.780033173375697,1.21161470076778,42,1960,16,"209-3","BENA",67,52,13,0,10,0,0,0,0,0,0,0.006097561,0.006097561,0.012195122,0.024390244,NA,NA,NA,0,0,1,0,1,5,1,711.058695,"East","24A","Low Shrub","Black Spruce Woodland","Sandy Loam","Mesic - Xeric",0,553.430786,276,18.070417,-149.69261,67.656251,-0.205736314545147,-0.180782370900381
"2457","209-3-D-BENA",2002,0.1625,1.07095240291364,1.41163350355109,2.58547184904214,20,1982,16,"209-3","BENA",84,39,10,0,8,0,0,0,0,0,0,0.006097561,0.006097561,0.012195122,0.024390244,NA,NA,NA,0,0,1,0,1,5,1,711.058695,"East","24A","Low Shrub","Black Spruce Woodland","Sandy Loam","Mesic - Xeric",0,553.430786,276,18.070417,-149.69261,67.656251,0.484006804291323,0.501097944557642
"2458","209-4-C-BENA",2002,0.137,0.901835630274832,1.04615804186269,1.96003337338937,11,1991,16,"209-4","BENA",57,38,10,0,7,0,0,0,0,0,0,0.006097561,0.006097561,0.012195122,0.024390244,NA,NA,NA,0,0,0,0,1,5,1,738.024448,"East","24A","Low Shrub","Black Spruce Woodland","Sandy Loam","Mesic - Xeric",0,561.090881,296,18.584587,-149.691928,67.656444,0.179155791097633,0.1628528235012
"2459","209-4-D-BENA",2002,0.0363333333333333,1.01744969781166,0.493022748259354,0.679197980142925,30,1972,16,"209-4","BENA",71,50,9,0,8,0,0,0,0,0,0,0.006097561,0.006097561,0.012195122,0.024390244,NA,NA,NA,0,0,0,0,1,5,1,738.024448,"East","24A","Low Shrub","Black Spruce Woodland","Sandy Loam","Mesic - Xeric",0,561.090881,296,18.584587,-149.691928,67.656444,-0.821738850857871,-0.794078753903837
"2460","222-1-B-BENA",2002,0.08925,0.662887504852203,0.49484646005118,3.06512216506106,22,1980,17,"222-1","BENA",63,58,19,0,9,0,2,0,0,0.222222222,0,0.012295082,0.254098361,0,0.266393443,NA,"Hare",NA,1,2,18,0,3,41,0,769.468544,"East","24A","Low Shrub","Tall Shrub","Clay Loam","Mesic",0,669.484009,287,15.029548,-149.809491,67.826198,0.660387203698123,0.681049876865827
"2461","222-1-D-BENA",2002,0.14075,1.10323967961496,1.38391875283007,2.5234059555292,21,1981,17,"222-1","BENA",78,38,9,0,9,0,2,0,0,0.222222222,0,0.012295082,0.254098361,0,0.266393443,NA,"Hare",NA,1,2,18,0,3,41,0,769.468544,"East","24A","Low Shrub","Tall Shrub","Clay Loam","Mesic",0,669.484009,287,15.029548,-149.809491,67.826198,0.462808836889093,0.48180212726845
"2462","222-2-A-BENA",2002,0.11125,0.768864859668423,0.754043645699615,1.87376857706398,16,1986,17,"222-2","BENA",81,59,12,0,9,0,0,0,0,0,0,0.012295082,0.254098361,0,0.266393443,NA,NA,NA,0,3,13,0,3,41,0,794.735172,"East","24A","Low Shrub","Tall Shrub","Clay Loam","Mesic",0,676.198608,282,15.59229,-149.808768,67.826375,0.149648469272627,0.156261812017729
"2463","222-3-A-BENA",2002,0.0615,0.759915382820144,0.519141058867086,2.21609516580551,40,1962,17,"222-3","BENA",126,65,16,0,21,0,3,0,0,0.142857143,0,0.012295082,0.254098361,0,0.266393443,NA,"Hare",NA,1,2,11,1,3,41,0,778.440723,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,672.469177,278,13.422374,-149.809021,67.826615,0.391855467328025,0.418007759609626
"2464","222-4-D-BENA",2002,0.31025,1.64876150168437,2.01107359891965,2.00856999813962,7,1995,17,"222-4","BENA",107,70,8,0,14,0,0,0,0,0,0,0.012295082,0.254098361,0,0.266393443,NA,NA,NA,0,0,15,0,3,41,0,805.061274,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,678.755371,278,16.631924,-149.808355,67.826658,0.191215320924385,0.14097052260278
"2465","235-1-A-BENA",2002,0.0415,0.663549388033433,0.397890699904123,0.738515390829764,23,1979,18,"235-1","BENA",59,29,10,0,18,0,0,0,0,0,0,0,0.075630252,0.067226891,0.142857143,NA,NA,NA,0,0,5,0,0,11,0,477.732622,"East","24A","Low Shrub","Low Shrub","Sandy Gravel","Mesic",0,813.776917,295,20.303024,-149.727576,68.004859,-0.759713060805507,-0.737593071031549
"2466","235-1-B-BENA",2002,0.098,0.628585756982631,0.65706481251552,1.1554589284344,10,1992,18,"235-1","BENA",42,18,10,0,10,0,1,0,0,0.1,0,0,0.075630252,0.067226891,0.142857143,NA,"Hare",NA,1,0,5,0,0,11,0,477.732622,"East","24A","Low Shrub","Low Shrub","Sandy Gravel","Mesic",0,813.776917,295,20.303024,-149.727576,68.004859,-0.352408602298457,-0.375383601546148
"2467","235-2-B-BENA",2002,0.12675,1.38235953103516,1.5130564536185,1.65162106274151,19,1983,18,"235-2","BENA",54,38,8,0,9,0,0,0,0,0,0,0,0.075630252,0.067226891,0.142857143,NA,NA,NA,NA,0,0,0,0,11,0,510.631222,"East","24A","Dwarf Shrub-Lichen","Low Shrub","Sandy Gravel","Mesic",0,828.022217,289,26.243103,-149.726481,68.004961,0.0327555486395634,0.0476878829329483
"2468","235-2-C-BENA",2002,0.092,0.785389314937853,0.972051806407635,0.983268235091148,14,1988,18,"235-2","BENA",58,33,8,0,9,0,2,0,0,0.222222222,0,0,0.075630252,0.067226891,0.142857143,NA,"Hare",NA,1,0,0,0,0,11,0,510.631222,"East","24A","Dwarf Shrub-Lichen","Low Shrub","Sandy Gravel","Mesic",0,828.022217,289,26.243103,-149.726481,68.004961,-0.501377535099711,-0.502254697657687
