"","ShrubID","Year","RingWidth","RWI_Spline","RWI_NegExp","BAI","Age","Estab","Section","SiteID","Species","StemLength","StemHeight","StemDiam","CanopyCover","Twigs","Moose","Hare","Ptarmagin","PropMoose","PropHare","PropPtarmagin","PropMoose_S","PropHare_S","PropPtarmagin_S","PropBrowse_S","Bin_Moose","Bin_Hare","Bin_Ptarmagin","Binary_Browse","MooseFeces","HareFeces","PtarmaginFeces","MooseFeces_S","HareFeces _S","PtarmaginFeces_S","DistToRoad","RoadSide","GMU","VegCoverGIS","VegCoverOBS","SoilText","SoilMoist","LastBurn","Elevation","Aspect","Slope","X_Cord","Y_Cord","resid","resid_ll"
"597","158-3-D-BENA",2015,0.055,0.730414639804588,0.157078743370053,1.46515241983631,10,2005,11,"158-3","BENA",119,49,12,0,19,0,0,0,0,0,0,0,0,0.078688525,0.078688525,NA,NA,NA,0,0,0,0,0,0,1,1313.543229,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Xeric",2005,580.218689,48,13.61797,-150.285679,67.047111,-0.114946930088124,-0.137921929335815
"598","158-4-A-BENA",2015,0.654,1.11498234524196,1.1475896644813,17.2031791586838,9,2006,11,"158-4","BENA",119,54,13,0,42,0,0,0,0,0,0,0,0,0.078688525,0.078688525,NA,NA,NA,0,0,0,0,0,0,1,1283.367604,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Xeric",2005,587.563538,57,15.053073,-150.286524,67.047197,2.34508749480771,2.31440996314933
"599","158-4-C-BENA",2015,0.39025,0.846876670534062,0.832250429938307,7.44461817039433,10,2005,11,"158-4","BENA",107,46,13,4,33,0,0,0,0,0,0,0,0,0.078688525,0.078688525,NA,NA,NA,0,0,0,0,0,0,1,1283.367604,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Xeric",2005,587.563538,57,15.053073,-150.286524,67.047197,1.51058517011491,1.48761017086722
"600","173-1-A-BENA",2015,0.0695,1.3140306284827,0.879528535980149,1.69683466786243,47,1968,12,"173-1","BENA",69,40,12,0,9,0,0,0,0,0,0,0.12987013,0,0,0.12987013,NA,NA,NA,0,0,0,0,4,0,0,1301.486525,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,349.871613,358,2.901099,-150.191497,67.228159,0.146576801134945,0.167561064364158
"601","173-1-B-BENA",2015,0.056,0.930898022403517,0.394773625037982,1.4369016478989,25,1990,12,"173-1","BENA",101,53,11,0,7,0,0,0,0,0,0,0.12987013,0,0,0.12987013,NA,NA,NA,0,0,0,0,4,0,0,1301.486525,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,349.871613,358,2.901099,-150.191497,67.228159,-0.0879095646455824,-0.0634411256079185
"602","173-2-A-BENA",2015,0.014,0.284555245019289,0.17787188988883,0.401008594267469,56,1959,12,"173-2","BENA",94,43,12,0,6,0,0,0,0,0,0,0.12987013,0,0,0.12987013,NA,NA,NA,0,2,0,0,4,0,0,1323.706943,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Clay Loam","Mesic",0,348.371155,13,2.823825,-150.190835,67.228457,-1.2680556853118,-1.25701154133896
"603","173-2-C-BENA",2015,0.06775,0.414032394494493,0.268835050541601,1.72003670405598,18,1997,12,"173-2","BENA",107,64,12,0,13,0,0,0,0,0,0,0.12987013,0,0,0.12987013,NA,NA,NA,0,2,0,0,4,0,0,1323.706943,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Clay Loam","Mesic",0,348.371155,13,2.823825,-150.190835,67.228457,0.0702434121749111,0.0827325187804137
"604","173-3-B-BENA",2015,0.05425,1.60811719923489,0.606019859329748,1.64623951452591,50,1965,12,"173-3","BENA",70,51,14,0,9,0,0,0,0,0,0,0.12987013,0,0,0.12987013,NA,NA,NA,0,0,0,0,4,0,0,1278.311889,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,347.24527,24,1.739254,-150.191816,67.228627,0.125607346752323,0.143634444055905
"605","173-3-C-BENA",2015,0.07125,0.952925592972559,0.502251811239475,1.03486123679427,14,2001,12,"173-3","BENA",32,27,6,0,6,0,0,0,0,0,0,0.12987013,0,0,0.12987013,NA,NA,NA,0,0,0,0,4,0,0,1278.311889,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,347.24527,24,1.739254,-150.191816,67.228627,-0.450236865990812,-0.451114028548788
"606","173-4-B-BENA",2015,0.04475,0.861207044355354,0.26077564553401,1.39303421523004,25,1990,12,"173-4","BENA",124,71,14,0,12,0,0,0,0,0,0,0.12987013,0,0,0.12987013,NA,NA,NA,0,1,0,0,4,0,0,1308.377258,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,346.165253,355,1.872125,-150.190975,67.22891,-0.118914469983727,-0.094446030946063
"607","173-4-C-BENA",2015,0.094,0.943261790926282,0.770579987850144,3.25165521061566,46,1969,12,"173-4","BENA",119,74,14,0,14,0,0,0,0,0,0,0.12987013,0,0,0.12987013,NA,NA,NA,0,1,0,0,4,0,0,1308.377258,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,346.165253,355,1.872125,-150.190975,67.22891,0.793875909274968,0.81575555481459
"608","184-1-B-BENA",2015,0.11825,0.952385032174587,1.06726919179638,4.97085939261843,63,1952,13,"184-1","BENA",128,51,19,0,13,0,1,0,0,0.076923077,0,0.099415205,0.058479532,0,0.157894737,NA,"Hare",NA,1,2,0,0,5,6,0,692.283244,"East","24A","White Spruce or Black Spruce (Open-Closed)","Tall Shrub","Clay Loam","Mesic",0,423.977753,249,10.469168,-150.109686,67.368938,1.27101296693418,1.27243038101806
"609","184-1-C-BENA",2015,0.13775,0.785478273252212,0.633593429158111,4.89629133479099,24,1991,13,"184-1","BENA",166,49,15,8,26,1,2,0,0.038461538,0.076923077,0,0.099415205,0.058479532,0,0.157894737,"Moose","Hare",NA,1,2,0,0,5,6,0,692.283244,"East","24A","White Spruce or Black Spruce (Open-Closed)","Tall Shrub","Clay Loam","Mesic",0,423.977753,249,10.469168,-150.109686,67.368938,1.13497882260376,1.15836211953632
"610","184-2-A-BENA",2015,0.02725,0.69461681017525,0.219121385916159,0.737837395865212,30,1985,13,"184-2","BENA",89,39,11,0,12,0,1,0,0,0.083333333,0,0.099415205,0.058479532,0,0.157894737,NA,"Hare",NA,1,1,0,0,5,6,0,706.210196,"East","24A","White Spruce or Black Spruce (Open-Closed)","Tall Shrub","Clay Loam","Mesic",0,429.192566,258,16.706417,-150.109279,67.369156,-0.738928042455728,-0.711267945501694
"611","184-2-D-BENA",2015,0.056,1.60018959464855,0.604044943820225,1.56506606179475,44,1971,13,"184-2","BENA",84,38,12,10,7,0,0,0,0,0,0,0.099415205,0.058479532,0,0.157894737,NA,NA,NA,0,1,0,0,5,6,0,706.210196,"East","24A","White Spruce or Black Spruce (Open-Closed)","Tall Shrub","Clay Loam","Mesic",0,429.192566,258,16.706417,-150.109279,67.369156,0.0564387846171402,0.0799616123003809
"612","184-3-B-BENA",2015,0.099,1.19611848249048,0.666880508953453,3.80177637932762,38,1977,13,"184-3","BENA",71,35,17,0,17,0,2,0,0,0.117647059,0,0.099415205,0.058479532,0,0.157894737,NA,"Hare",NA,1,1,3,0,5,6,0,683.765397,"East","24A","White Spruce or Black Spruce (Open-Closed)","Tall Shrub","Clay Loam","Mesic",0,425.482941,261,10.788996,-150.109693,67.36937,0.925376182754476,0.952470167813016
"613","184-3-D-BENA",2015,0.042,1.11181670853075,0.337393107022545,1.00642491454076,27,1988,13,"184-3","BENA",103,48,17,7,31,3,1,0,0.096774194,0.032258065,0,0.099415205,0.058479532,0,0.157894737,"Moose","Hare",NA,1,1,3,0,5,6,0,683.765397,"East","24A","White Spruce or Black Spruce (Open-Closed)","Tall Shrub","Clay Loam","Mesic",0,425.482941,261,10.788996,-150.109693,67.36937,-0.437793366482018,-0.411634804438928
"614","191-1-C-BENA",2015,0.09725,1.2496427401818,0.501364670204701,1.99527399263147,13,2002,14,"191-1","BENA",105,51,8,16,13,0,0,0,0,0,0,0.203703704,0.009259259,0,0.212962963,NA,NA,NA,0,1,0,0,5,0,0,1595.806211,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,492.755432,293,2.980974,-149.860617,67.475764,0.203176668836937,0.197801420991691
"615","191-1-D-BENA",2015,0.061,0.894351637754486,0.284682482360131,1.67883726894818,17,1998,14,"191-1","BENA",135,61,10,9,18,0,0,0,0,0,0,0.203703704,0.009259259,0,0.212962963,NA,NA,NA,0,1,0,0,5,0,0,1595.806211,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,492.755432,293,2.980974,-149.860617,67.475764,0.0428987352455135,0.0526276619401403
"616","191-2-A-BENA",2015,0.04175,0.991623648992632,0.260546054605461,1.07778678071567,22,1993,14,"191-2","BENA",82,51,10,0,13,1,0,0,0.076923077,0,0,0.203703704,0.009259259,0,0.212962963,"Moose",NA,NA,1,0,0,0,5,0,0,1628.072852,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,494.812988,260,1.497492,-149.859771,67.475671,-0.384790561611126,-0.364127888443421
"617","191-2-B-BENA",2015,0.05375,0.502667021082346,0.42504118616145,0.975465500687335,20,1995,14,"191-2","BENA",92,71,8,0,13,0,0,0,0,0,0,0.203703704,0.009259259,0,0.212962963,NA,NA,NA,0,0,0,0,5,0,0,1628.072852,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,494.812988,260,1.497492,-149.859771,67.475671,-0.490741705808933,-0.473650565542614
"618","191-3-A-BENA",2015,0.031,1.06625906058847,0.311447960087643,0.734413254274552,34,1981,14,"191-3","BENA",102,51,9,0,9,0,1,0,0,0.111111111,0,0.203703704,0.009259259,0,0.212962963,NA,"Hare",NA,1,2,0,0,5,0,0,1608.343863,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,494.475037,298,4.15829,-149.859591,67.475979,-0.731177630071476,-0.703086055111949
"619","191-3-D-BENA",2015,0.0873333333333333,0.830910226122499,0.609753494128848,2.43650502185113,29,1986,14,"191-3","BENA",110,71,10,0,16,0,0,0,0,0,0,0.203703704,0.009259259,0,0.212962963,NA,NA,NA,0,2,0,0,5,0,0,1608.343863,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,494.475037,298,4.15829,-149.859591,67.475979,0.452567912649901,0.479852447925884
"620","191-4-A-BENA",2015,0.07675,0.409442371103999,0.280122268351658,2.34878327677299,16,1999,14,"191-4","BENA",105,69,11,0,12,0,0,0,0,0,0,0.203703704,0.009259259,0,0.212962963,NA,NA,NA,0,1,0,0,5,0,0,1634.196324,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,497.007599,303,3.553675,-149.85875,67.475963,0.375594224020265,0.382207566765367
"621","191-4-B-BENA",2015,0.037,0.781967831322173,0.284129692832765,1.07858101460841,32,1983,14,"191-4","BENA",77,59,11,0,12,0,1,0,0,0.083333333,0,0.203703704,0.009259259,0,0.212962963,NA,"Hare",NA,1,1,0,0,5,0,0,1634.196324,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,497.007599,303,3.553675,-149.85875,67.475963,-0.353048933609443,-0.324972443849568
"622","203-1-A-BENA",2015,0.15425,1.1848784639807,1.12421462679065,3.56477009276686,25,1990,15,"203-1","BENA",97,41,11,0,17,1,0,0,0.058823529,0,0,0.048231511,0.012861736,0,0.061093248,"Moose",NA,NA,1,1,0,0,4,3,0,905.036767,"East","24A","Low Shrub","Low Shrub","Loam","Mesic",0,550.644958,299,23.927214,-149.794431,67.571449,0.820700834938127,0.845169273975791
"623","203-1-D-BENA",2015,0.0865,0.525520359707728,0.415513943868701,2.72196148347001,23,1992,15,"203-1","BENA",143,46,14,0,26,2,0,0,0.076923077,0,0,0.048231511,0.012861736,0,0.061093248,"Moose",NA,NA,1,1,0,0,4,3,0,905.036767,"East","24A","Low Shrub","Low Shrub","Loam","Mesic",0,550.644958,299,23.927214,-149.794431,67.571449,0.544753029803838,0.566873019577796
"624","203-2-B-BENA",2015,0.21725,1.02162446774377,0.785409941897999,6.96519542349326,17,1998,15,"203-2","BENA",146,44,15,0,20,0,0,0,0,0,0,0.048231511,0.012861736,0,0.061093248,NA,NA,NA,0,0,1,0,4,3,0,933.944119,"East","24A","Low Shrub","Low Shrub","Loam","Mesic",0,566.911377,300,26.508135,-149.793674,67.571447,1.46572294802964,1.47545187472427
"625","203-2-C-BENA",2015,0.0465,1.01595550903532,0.334141042780749,1.75636863404612,39,1976,15,"203-2","BENA",118,35,14,0,38,0,0,0,0,0,0,0.048231511,0.012861736,0,0.061093248,NA,NA,NA,0,0,1,0,4,3,0,933.944119,"East","24A","Low Shrub","Low Shrub","Loam","Mesic",0,566.911377,300,26.508135,-149.793674,67.571447,0.156256657210483,0.182913513067725
"626","203-3-B-BENA",2015,0.169,1.79376477518892,0.88840637677847,4.30955197919283,19,1996,15,"203-3","BENA",108,53,11,7,21,0,0,0,0,0,0,0.048231511,0.012861736,0,0.061093248,NA,NA,NA,0,0,1,0,4,3,0,922.335664,"East","24A","Low Shrub","Low Shrub","Loam","Mesic",0,556.241272,305,23.609533,-149.79364,67.571701,0.991832230329055,1.00676456462244
"627","203-3-D-BENA",2015,0.16525,1.62521334232153,1.00580477908025,4.13696210723303,23,1992,15,"203-3","BENA",108,52,11,0,7,1,0,0,0.14,0,0,0.048231511,0.012861736,0,0.061093248,"Moose",NA,NA,1,0,1,0,4,3,0,922.335664,"East","24A","Low Shrub","Low Shrub","Loam","Mesic",0,556.241272,305,23.609533,-149.79364,67.571701,0.96336200371693,0.985481993490888
"628","203-4-A-BENA",2015,0.2085,1.55238924386004,1.19722881038572,4.62249073580589,19,1996,15,"203-4","BENA",85,42,10,0,10,0,0,0,0,0,0,0.048231511,0.012861736,0,0.061093248,NA,NA,NA,0,1,1,0,4,3,0,951.384807,"East","24A","Low Shrub","Low Shrub","Loam","Mesic",0,569.135193,316,29.227108,-149.792864,67.571712,1.06193196088449,1.07686429517788
"629","203-4-B-BENA",2015,0.11325,0.699750688114767,0.689147554618537,2.84637189049436,36,1979,15,"203-4","BENA",99,36,12,0,12,0,0,0,0,0,0,0.048231511,0.012861736,0,0.061093248,NA,NA,NA,0,1,1,0,4,3,0,951.384807,"East","24A","Low Shrub","Low Shrub","Loam","Mesic",0,569.135193,316,29.227108,-149.792864,67.571712,0.62975192192949,0.65750317805002
"630","209-1-C-BENA",2015,0.112666666666667,1.1734860730292,0.700566544624316,3.16528180048219,26,1989,16,"209-1","BENA",58,59,14,0,9,0,0,0,0,0,0,0.006097561,0.006097561,0.012195122,0.024390244,NA,NA,NA,0,0,1,0,1,5,1,698.873831,"East","24A","Low Shrub","Black Spruce Woodland","Sandy Loam","Mesic - Xeric",0,553.345276,287,19.679848,-149.692986,67.655886,0.704943860128682,0.730333255547828
"631","209-1-D-BENA",2015,0.07075,1.14091140430792,0.713359740727404,1.44935197593462,31,1984,16,"209-1","BENA",76,39,10,0,6,0,0,0,0,0,0,0.006097561,0.006097561,0.012195122,0.024390244,NA,NA,NA,0,0,1,0,1,5,1,698.873831,"East","24A","Low Shrub","Black Spruce Woodland","Sandy Loam","Mesic - Xeric",0,553.345276,287,19.679848,-149.692986,67.655886,-0.0606791908533481,-0.0327575221857464
"632","209-2-B-BENA",2015,0.11525,0.937737277617495,0.865104354750156,4.16749956592317,47,1968,16,"209-2","BENA",104,57,18,0,18,0,0,0,0,0,0,0.006097561,0.006097561,0.012195122,0.024390244,NA,NA,NA,0,0,0,0,1,5,1,728.528855,"East","24A","Low Shrub","Black Spruce Woodland","Sandy Loam","Mesic - Xeric",0,561.911133,287,21.070175,-149.692261,67.656,1.04512847724132,1.06611274047053
"633","209-2-D-BENA",2015,0.03825,0.887495573800755,0.697093479968578,0.748122970213064,54,1961,16,"209-2","BENA",86,47,10,0,6,0,0,0,0,0,0,0.006097561,0.006097561,0.012195122,0.024390244,NA,NA,NA,0,0,0,0,1,5,1,728.528855,"East","24A","Low Shrub","Black Spruce Woodland","Sandy Loam","Mesic - Xeric",0,561.911133,287,21.070175,-149.692261,67.656,-0.650672178833845,-0.637155956024583
"634","209-3-A-BENA",2015,0.1375,1.56539688815222,1.63315814413226,3.60996484833186,55,1960,16,"209-3","BENA",67,52,13,0,10,0,0,0,0,0,0,0.006097561,0.006097561,0.012195122,0.024390244,NA,NA,NA,0,0,1,0,1,5,1,711.058695,"East","24A","Low Shrub","Black Spruce Woodland","Sandy Loam","Mesic - Xeric",0,553.430786,276,18.070417,-149.69261,67.656251,0.926314270748291,0.938611404703639
"635","209-3-D-BENA",2015,0.0475,0.634523622253945,0.412631331807243,1.2429004475581,33,1982,16,"209-3","BENA",84,39,10,0,8,0,0,0,0,0,0,0.006097561,0.006097561,0.012195122,0.024390244,NA,NA,NA,0,0,1,0,1,5,1,711.058695,"East","24A","Low Shrub","Black Spruce Woodland","Sandy Loam","Mesic - Xeric",0,553.430786,276,18.070417,-149.69261,67.656251,-0.208147017881038,-0.180015886775492
"636","209-4-C-BENA",2015,0.037,0.681920475862366,0.282539033203791,0.853309971790099,24,1991,16,"209-4","BENA",57,38,10,0,7,0,0,0,0,0,0,0.006097561,0.006097561,0.012195122,0.024390244,NA,NA,NA,0,0,0,0,1,5,1,738.024448,"East","24A","Low Shrub","Black Spruce Woodland","Sandy Loam","Mesic - Xeric",0,561.090881,296,18.584587,-149.691928,67.656444,-0.612131632850824,-0.588748335918262
"637","209-4-D-BENA",2015,0.0293333333333333,0.917771535127138,0.398036705476722,0.633155133929485,43,1972,16,"209-4","BENA",71,50,9,0,8,0,0,0,0,0,0,0.006097561,0.006097561,0.012195122,0.024390244,NA,NA,NA,0,0,0,0,1,5,1,738.024448,"East","24A","Low Shrub","Black Spruce Woodland","Sandy Loam","Mesic - Xeric",0,561.090881,296,18.584587,-149.691928,67.656444,-0.851629558810103,-0.827363438776342
"638","222-1-B-BENA",2015,0.098,1.11227529475465,0.543360818879727,4.2003533601467,35,1980,17,"222-1","BENA",63,58,19,0,9,0,2,0,0,0.222222222,0,0.012295082,0.254098361,0,0.266393443,NA,"Hare",NA,1,2,18,0,3,41,0,769.468544,"East","24A","Low Shrub","Tall Shrub","Clay Loam","Mesic",0,669.484009,287,15.029548,-149.809491,67.826198,1.01577491587622,1.04373819910436
"639","222-1-D-BENA",2015,0.0175,0.620358362674121,0.172068050973543,0.425528724928738,34,1981,17,"222-1","BENA",78,38,9,0,9,0,2,0,0,0.222222222,0,0.012295082,0.254098361,0,0.266393443,NA,"Hare",NA,1,2,18,0,3,41,0,769.468544,"East","24A","Low Shrub","Tall Shrub","Clay Loam","Mesic",0,669.484009,287,15.029548,-149.809491,67.826198,-1.27691706259386,-1.24882548763433
"640","222-2-A-BENA",2015,0.22725,1.64695669492362,1.54028241335045,6.37411811748912,29,1986,17,"222-2","BENA",81,59,12,0,9,0,0,0,0,0,0,0.012295082,0.254098361,0,0.266393443,NA,NA,NA,0,3,13,0,3,41,0,794.735172,"East","24A","Low Shrub","Tall Shrub","Clay Loam","Mesic",0,676.198608,282,15.59229,-149.808768,67.826375,1.41424901522229,1.44153355049827
"641","222-2-D-BENA",2015,0.125,1.13069565543577,0.639042109511637,2.76499423424072,15,2000,17,"222-2","BENA",62,59,8,0,6,0,1,0,0,0.166666667,0,0.012295082,0.254098361,0,0.266393443,NA,"Hare",NA,1,3,13,0,3,41,0,794.735172,"East","24A","Low Shrub","Tall Shrub","Clay Loam","Mesic",0,676.198608,282,15.59229,-149.808768,67.826375,0.535634835466749,0.538731286656136
"642","222-3-A-BENA",2015,0.0825,1.38760654082564,0.696408737504628,3.44490949730307,53,1962,17,"222-3","BENA",126,65,16,0,21,0,3,0,0,0.142857143,0,0.012295082,0.254098361,0,0.266393443,NA,"Hare",NA,1,2,11,1,3,41,0,778.440723,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,672.469177,278,13.422374,-149.809021,67.826615,0.873312871636586,0.888013014730563
"643","222-3-B-BENA",2015,0.341,1.54476225639607,1.89773913043478,5.63066394665837,12,2003,17,"222-3","BENA",70,62,8,0,8,0,0,0,0,0,0,0.012295082,0.254098361,0,0.266393443,NA,NA,NA,0,2,11,1,3,41,0,778.440723,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,672.469177,278,13.422374,-149.809021,67.826615,1.23752215484366,1.22704030976196
"644","222-4-C-BENA",2015,0.22875,1.22672609222643,1.0123657663521,4.68534870336662,13,2002,17,"222-4","BENA",92,74,9,12,11,0,1,0,0,0.090909091,0,0.012295082,0.254098361,0,0.266393443,NA,"Hare",NA,1,0,15,0,3,41,0,805.061274,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,678.755371,278,16.631924,-149.808355,67.826658,1.05683563092848,1.05146038308324
"645","222-4-D-BENA",2015,0.0845,0.66523797609476,0.547738014854828,1.74264223034442,20,1995,17,"222-4","BENA",107,70,8,0,14,0,0,0,0,0,0,0.012295082,0.254098361,0,0.266393443,NA,NA,NA,0,0,15,0,3,41,0,805.061274,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",0,678.755371,278,16.631924,-149.808355,67.826658,0.0895012641319723,0.106592404398292
"646","235-1-A-BENA",2015,0.07325,0.806431889546096,0.702301054650048,1.80858367109465,36,1979,18,"235-1","BENA",59,29,10,0,18,0,0,0,0,0,0,0,0.075630252,0.067226891,0.142857143,NA,NA,NA,0,0,5,0,0,11,0,477.732622,"East","24A","Low Shrub","Low Shrub","Sandy Gravel","Mesic",0,813.776917,295,20.303024,-149.727576,68.004859,0.176250796312982,0.204002052433512
"647","235-1-B-BENA",2015,0.11175,0.764293901868602,0.749255028557239,2.46900849333413,23,1992,18,"235-1","BENA",42,18,10,0,10,0,1,0,0,0.1,0,0,0.075630252,0.067226891,0.142857143,NA,"Hare",NA,1,0,5,0,0,11,0,477.732622,"East","24A","Low Shrub","Low Shrub","Sandy Gravel","Mesic",0,813.776917,295,20.303024,-149.727576,68.004859,0.44721692610582,0.469336915879778
"648","235-2-A-BENA",2015,0.196,1.21292129459028,0.979806617115043,4.19604309502598,15,2000,18,"235-2","BENA",71,49,9,0,16,0,0,0,0,0,0,0,0.075630252,0.067226891,0.142857143,NA,NA,NA,0,0,0,0,0,11,0,510.631222,"East","24A","Dwarf Shrub-Lichen","Low Shrub","Sandy Gravel","Mesic",0,828.022217,289,26.243103,-149.726481,68.004961,0.952738246743399,0.955834697932786
"649","235-2-B-BENA",2015,0.04575,0.698785361975456,0.546132802785377,0.818709844750247,32,1983,18,"235-2","BENA",54,38,8,0,9,0,0,0,0,0,0,0,0.075630252,0.067226891,0.142857143,NA,NA,NA,NA,0,0,0,0,11,0,510.631222,"East","24A","Dwarf Shrub-Lichen","Low Shrub","Sandy Gravel","Mesic",0,828.022217,289,26.243103,-149.726481,68.004961,-0.628720773307224,-0.600644283547349
"650","235-2-C-BENA",2015,0.02675,0.900603033658906,0.282634628493524,0.493825967470075,27,1988,18,"235-2","BENA",58,33,8,0,9,0,2,0,0,0.222222222,0,0,0.075630252,0.067226891,0.142857143,NA,"Hare",NA,1,0,0,0,0,11,0,510.631222,"East","24A","Dwarf Shrub-Lichen","Low Shrub","Sandy Gravel","Mesic",0,828.022217,289,26.243103,-149.726481,68.004961,-1.14976984567586,-1.12361128363277
"651","235-3-B-BENA",2015,0.0435,0.712389133582732,0.365862708719852,1.1119282352281,30,1985,18,"235-3","BENA",59,31,10,0,15,0,0,0,0,0,0,0,0.075630252,0.067226891,0.142857143,NA,NA,NA,0,0,1,0,0,11,0,482.982181,"East","24A","Dwarf Shrub-Lichen","Low Shrub","Sandy Gravel","Mesic",0,817.546387,298,18.704132,-149.726784,68.005244,-0.328800575911285,-0.301140478957252
"652","235-3-C-BENA",2015,0.161,0.843423572440782,0.863473842679714,2.55806538013039,15,2000,18,"235-3","BENA",57,42,7,0,11,0,0,0,0,0,0,0,0.075630252,0.067226891,0.142857143,NA,NA,NA,0,0,1,0,0,11,0,482.982181,"East","24A","Dwarf Shrub-Lichen","Low Shrub","Sandy Gravel","Mesic",0,817.546387,298,18.704132,-149.726784,68.005244,0.457847547671678,0.460943998861065
"653","235-4-A-BENA",2015,0.14875,1.07388632753547,1.0695468914647,3.47598279389019,25,1990,18,"235-4","BENA",45,36,11,0,13,0,0,0,0,0,0,0,0.075630252,0.067226891,0.142857143,NA,NA,NA,0,0,0,0,0,11,0,503.848767,"East","24A","Low Shrub","Low Shrub","Sandy Gravel","Mesic",0,825.290771,293,20.728168,-149.726015,68.005351,0.795478530675757,0.819946969713421
"654","235-4-C-BENA",2015,0.31375,1.15368625325694,1.26301113485637,5.94830036603625,19,1996,18,"235-4","BENA",61,45,11,0,10,0,0,0,0,0,0,0,0.075630252,0.067226891,0.142857143,NA,NA,NA,0,0,0,0,0,11,0,503.848767,"East","24A","Low Shrub","Low Shrub","Sandy Gravel","Mesic",0,825.290771,293,20.728168,-149.726015,68.005351,1.31410380674368,1.32903614103706
"655","240-1-C-BENA",2015,0.156,0.820307634370516,0.556187864244086,2.46097917156018,9,2006,19,"240-1","BENA",52,36,9,0,17,0,0,0,0,0,0,0.027131783,0.034883721,0.162790698,0.224806202,NA,NA,NA,0,0,1,0,0,7,4,395.986648,"West","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic",0,1043.032227,75,23.365055,-149.606437,68.069578,0.400552601229008,0.369875069570627
"656","240-1-D-BENA",2015,0.17925,1.28450976596646,1.20646138313983,2.88843703072776,16,1999,19,"240-1","BENA",70,38,7,0,13,0,0,0,0,0,0,0.027131783,0.034883721,0.162790698,0.224806202,NA,NA,NA,0,0,1,0,0,7,4,395.986648,"West","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic",0,1043.032227,75,23.365055,-149.606437,68.069578,0.582412320521232,0.589025663266334
"657","240-2-A-BENA",2015,0.08075,0.702900354343476,0.488943003817296,1.76861868555017,19,1996,19,"240-2","BENA",90,57,9,0,23,0,0,2,0,0,0.086956522,0.027131783,0.034883721,0.162790698,0.224806202,NA,NA,"Ptarmagin",1,0,0,0,0,7,4,426.292991,"West","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic",0,1048.270996,87,24.096361,-149.606886,68.069926,0.101197119027999,0.116129453321384
"658","240-2-D-BENA",2015,0.122,1.14338269195655,0.795405153678982,2.30482002552819,17,1998,19,"240-2","BENA",84,31,8,0,10,0,0,0,0,0,0,0.027131783,0.034883721,0.162790698,0.224806202,NA,NA,NA,0,0,0,0,0,7,4,426.292991,"West","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic",0,1048.270996,87,24.096361,-149.606886,68.069926,0.359799876628988,0.369528803323615
"659","240-3-A-BENA",2015,0.284,1.05309499778916,1.15364667394466,4.57749527502485,11,2004,19,"240-3","BENA",66,43,8,0,18,0,0,0,0,0,0,0.027131783,0.034883721,0.162790698,0.224806202,NA,NA,NA,0,0,1,3,0,7,4,399.798137,"West","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic",0,1034.808228,93,20.584356,-149.606025,68.07014,1.02734625610929,1.01104328851286
"660","240-3-D-BENA",2015,0.14325,1.14234039298366,1.04725848563969,3.94937839528534,31,1984,19,"240-3","BENA",97,46,12,0,13,0,0,2,0,0,0.153846154,0.027131783,0.034883721,0.162790698,0.224806202,NA,NA,"Ptarmagin",1,0,1,3,0,7,4,399.798137,"West","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic",0,1034.808228,93,20.584356,-149.606025,68.07014,0.941762464005306,0.969684132672908
